"V1","V2","V3","V4","V5","V6","V7"
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256,0.0086256
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
